taluk,district
Badran,Baramulla
Badyar Balla,Srinagar
Bagh Mehtab,Srinagar
Baigund,Pulwama
Bandgam,Budgam
Bargam,Pulwama
Barsoo,Ananthnag
Batagund,Pulwama
Srinagar,Srinagar
Bathnoor,Pulwama
Batpora,Pulwama
Batrara,Srinagar
Tangmarg,Srinagar
Beerwah,Budgam
Behibagh,Ananthnag
Bonagand,Ananthnag
Bouli,Pulwama
Qazigund,Ananthnag
Buchoo,Pulwama
Budgam,Budgam
Bugam,Ananthnag
Central Market,Srinagar
Chadoora,Budgam
Pulwama,Ananthnag
Char-sharief,Budgam
Chattargam,Pulwama
Chimar,Ananthnag
D.h Pora,Ananthnag
D.k Marg,Ananthnag
Dadsar,Pulwama
Darwan Nawgam,Budgam
Demidulla,Ananthnag
Dialgam,Ananthnag
Dooru,Ananthnag
Frisal,Ananthnag
Ganderbal,Srinagar
Garend,Budgam
Gopal Pora,Ananthnag
Gopalpora,Ananthnag
Gulmarg,Baramulla
Gund,Srinagar
Halsidar,Ananthnag
Hardudalwan,Budgam
Haripora,Pulwama
Shopian,Ananthnag
Hutmarah,Ananthnag
Hyderpora,Budgam
Ichgam,Budgam
Jawahar Nagar,Srinagar
Jawalapora,Budgam
Kachachakote,Pulwama
Kachwari,Budgam
Kahleel,Pulwama
Kaprin,Ananthnag
Karan Nagar,Srinagar
Kashmir University,Srinagar
Kathi Darwaza,Srinagar
Katrasoo,Ananthnag
Keller Mastpora,Pulwama
Kanidagan,Budgam
Kanihama,Budgam
Khanabal,Ananthnag
Khigogipora,Ananthnag
Khrew,Srinagar
Khull,Ananthnag
Kokernag,Ananthnag
Kragsoo,Ananthnag
Badgam,Budgam
Krem Shora,Budgam
Kulan,Srinagar
Kulgam,Pulwama
Kund Bo,Pulwama
Lalgam,Budgam
Larnoo,Ananthnag
Later Chadoora,Budgam
Lower Mundah,Ananthnag
Pampore,Ananthnag
Lurgam,Pulwama
M/gufan,Ananthnag
Magam,Budgam
Mandoora,Pulwama
Manjmoh,Ananthnag
Manzgam,Ananthnag
Martand,Ananthnag
Midroo,Pulwama
Nagam,Budgam
Nambal,Baramulla
Nandi Marg,Ananthnag
Nandpora,Srinagar
Nanil,Ananthnag
Kukarnag,Ananthnag
Nasnoor,Ananthnag
Natipora,Budgam
Nehama,Ananthnag
Nissu,Ananthnag
Noonmai,Ananthnag
Noushera,Srinagar
Nowgam,Ananthnag
Ompora,Budgam
Chadura,Budgam
Pakherpora,Budgam
Pantha Chowk,Srinagar
Panzeth,Ananthnag
Parimpora,Srinagar
Pastana,Pulwama
Pahalgam,Ananthnag
Linglish,Pulwama
Bijbehara,Ananthnag
Qanmar,Ananthnag
R H Hall,Budgam
Rainawari,Srinagar
Raithan,Budgam
Ranbirpora,Ananthnag
Rangar,Budgam
Reban Gund,Ananthnag
S Bala,Srinagar
S R Gunj,Srinagar
Sadinare,Ananthnag
Sagam,Budgam
Saimoh,Pulwama
Sanat Nagar,Budgam
Sathu,Srinagar
Satura,Pulwama
Ananthnag,Ananthnag
Shogapora,Budgam
Sholipora,Budgam
Shopin,Pulwama
Saibugh,Budgam
Suraryan,Budgam
Tarigam,Ananthnag
Tral,Pulwama
Verinaag,Ananthnag
Wangat,Srinagar
Wangund,Ananthnag
Wanpora,Budgam
Watakala,Budgam
Watrihaal,Budgam
Wuyan,Srinagar
Yaripora,Ananthnag
Y.k Pora,Ananthnag
Zainakote,Srinagar
Reasi,Udhampur
Kishtwar,Doda
Ramban,Doda
Ramnagar,Udhampur
Mahore,Udhampur
Doda,Doda
Chenani,Udhampur
Udhampur,Udhampur
Thathri,Doda
Gool Gulab Garh,Udhampur
Banihal,Doda
Bhaderwah,Doda
Bhalessa (Gandoh),Doda
Sunderbani,Rajauri
Dhanbad,Dhanbad
Bokaro,Bokaro
Chas,Bokaro
Kasmar,Bokaro
Bermo,Bokaro
Bengabad,Giridh
Dhanwar,Giridh
Djanwar,Giridh
Peterbar,Bokaro
Bagodar,Giridh
Giridih,Giridh
Deori,Giridh
Jamua,Giridh
Birni,Giridh
Gomia,Bokaro
Dumri,Giridh
Ddhanwan,Giridh
Ganwan,Giridh
Tisri,Giridh
Nawadih,Bokaro
Pirtand,Giridh
Tenughat,Bokaro
Jamuagiridih,Giridh
Jmua,Giridh
Dhanwatr,Giridh
Beniadih,Giridh
Bengabd,Giridh
Barkagaon,Hazaribag
Itkhori,Chatra
Kodarma,Koderma
Chatra,Chatra
Simaria,Chatra
Tandwa,Chatra
Katakamsandi,Hazaribag
Patratu,Ramgarh
Bishungarh,Hazaribag
Gola,Ramgarh
Mandu,Ramgarh
Hazaribagh,Hazaribag
Barhi,Hazaribag
Ichak,Hazaribag
Barkatha,Koderma
Chauparan,Hazaribag
Hunterganj,Chatra
Churchu,Hazaribag
Chandwara,Koderma
Konardam,Bokaro
Chitarpur,Ramgarh
Markacho,Koderma
Chouparan,Hazaribag
Padma,Hazaribag
Katkamsandi,Hazaribag
Sdar,Hazaribag
Markach,Koderma
Jori,Chatra
Barkhatha,Koderma
Karma,Koderma
Koderma,Koderma
Bishnugarh,Hazaribag
Hazaribag,Hazaribag
Ramgarh Cantt,Ramgarh
Chandwa,Latehar
Garhwa,Garhwa
Nagar Utari,Palamau
Japla,Palamau
Panki,Palamau
Mahuwadand,Latehar
Lesliganj,Palamau
Chhatarpur,Palamau
Bachra,Chatra
Ranka Raj,Garhwa
Satbarwa,Palamau
Latehar,Latehar
Balumath,Latehar
Meral,Garhwa
Bisrampur,Garhwa
Leshliganj,Palamau
Barwadih,Latehar
Daltonganj,Palamau
Bishrampur,Garhwa
Bhawanathpur,Garhwa
Daltoganj,Palamau
Bundu,Ranchi
Mahuwdand,Latehar
Malumath,Latehar
Dakra,Ranchi
Mander,Ranchi
Harihar Ganj,Palamau
Chinpur,Palamau
Chhatapru,Palamau
Chhatarpru,Palamau
Burmu,Ranchi
Rehala,Palamau
Chhtarpur,Palamau
Hariharganj,Palamau
Lapla,Palamau
Ranchi,Ranchi
Gumla,Gumla
Kolibira,Simdega
Silli,Ranchi
Bhandra,Ranchi
Torpa,Ranchi
Nwagarh,Gumla
Tamar,Ranchi
Angara,Ranchi
Khunti,Ranchi
Toto,Gumla
Sisai,Gumla
Lohardaga,Lohardaga
Simdega,Simdega
Thethaitangar,Simdega
Itki,Ranchi
Murhu,Ranchi
Basia,Gumla
Mandar,Ranchi
Bandgaon,West Singhbhum
Bano,Simdega
Namkum,Ranchi
Ormanjhi,Ranchi
Kolibera,Simdega
Ratu,Ranchi
Kolebira,Simdega
Noadih,Gumla
Bharno,Gumla
Karra,Ranchi
Palkot,Gumla
Bishunpur,Gumla
Bolba,Simdega
Kanke,Ranchi
Kurdeg,Simdega
Kuru,Lohardaga
Chanho,Ranchi
Bero,Ranchi
Nodih,Gumla
Ormanhji,Ranchi
Lohardags,Lohardaga
Kamdara,Gumla
Gomla,Gumla
Lapung,Ranchi
Ohardaga,Gumla
Ormanchi,Ranchi
Bhandara,Ranchi
Deoghar,Deoghar
Meharma,Godda
Nala,Jamtara
Poraiyahat,Godda
Borio,Sahibganj
Jama,Dumka
Jarmundi,Dumka
Kathikund,Dumka
Raniswar,Dumka
Godda,Godda
Amrapara,Pakur
Mahagama,Godda
Hiranpur,Pakur
Raneswar,Dumka
Jamtara,Jamtara
Dumka,Dumka
Maheshpur,Pakur
Palojori,Deoghar
Rajmahal,Sahibganj
Pathargama,Godda
Sariyahat,Dumka
Pathna,Sahibganj
Barhait,Sahibganj
Kundahit,Dumka
Debipur,Deoghar
Madhupur,Deoghar
Sarwan,Deoghar
Poriyahat,Godda
Taljhari,Sahibganj
Sahibganj,Sahibganj
Mahesapur,Pakur
Pakuria,Pakur
Sarath,Deoghar
Pathergama,Godda
Ramgarah,Dumka
Mahgama,Godda
Shikaripara,Dumka
Sunder Pahari,Godda
Raneshwar,Dumka
Masalia,Dumka
Littipara,Pakur
Boarijore,Godda
Karon,Deoghar
Barharwa,Sahibganj
Gouraijore,Godda
Pakaur,Pakur
Devipur,Deoghar
Litipara,Pakur
Boarijor,Godda
Sunadar Pahari,Godda
Udhua,Sahibganj
Saraiyahat,Dumka
Pakur,Pakur
Sarayahat,Dumka
Rohni,Deoghar
Sunderpahari,Godda
Maheshpru,Pakur
Bnarayanpur,Jamtara
Sikaripara,Dumka
Gopikandar,Dumka
Sarayaha,Dumka
Sundar Pahari,Godda
Dibipur,Deoghar
Kundahir,Jamtara
Udhwa,Sahibganj
Kathikiund,Dumka
Saraiyhat,Dumka
Rahmahal,Sahibganj
Rmagarh,Dumka
Gopikander,Dumka
Mahagama.,Godda
Masaliya,Dumka
Doghar,Deoghar
Pahargama,Godda
Mahagam,Godda
Mandro,Sahibganj
Koron,Deoghar
Uedhwa,Sahibganj
Narayapur,Jamtara
Sarth,Jamtara
Sundarpahari,Godda
Shikripara,Dumka
Satath,Deoghar
Debuipur,Deoghar
Jarmudi,Dumka
Uedhua,Sahibganj
Kundhahit,Jamtara
Barhit,Sahibganj
A.i .area,Seraikela-kharsawan
Agrico,East Singhbhum
Amda,Seraikela-kharsawan
East Singhbhum,East Singhbhum
Ghatshila,East Singhbhum
Chaibasa,West Singhbhum
"Dhalbhum, Jamshedpur",East Singhbhum
Seraikella,Seraikela-kharsawan
Ghatsila,East Singhbhum
Chakradharpur,West Singhbhum
Azadnagar,East Singhbhum
Dhalbhum,Seraikela-kharsawan
Dumaria,East Singhbhum
Baharagora,East Singhbhum
"Dhalbhum, Jamshedpur",East Singhbhum
Seraikella Kharsawan,Seraikela-kharsawan
Jamshedpur,East Singhbhum
Barajamda,West Singhbhum
Goilkera,West Singhbhum
Baridih Colony,East Singhbhum
Mango,East Singhbhum
Seraikela,West Singhbhum
Bistupur Bazar,East Singhbhum
Bistupur Gate,East Singhbhum
Burma Mines,East Singhbhum
Seraikera,Seraikela-kharsawan
Chakdradharpur,West Singhbhum
Chakulia,East Singhbhum
Chandil,Seraikela-kharsawan
Dhalbhum Jamshedpur,East Singhbhum
Chiria,West Singhbhum
Manoharpur,West Singhbhum
Chowka,Seraikela-kharsawan
Danguaposi,West Singhbhum
Dhalbhumgarh,East Singhbhum
West Singhbhum,West Singhbhum
Tatanagar,East Singhbhum
Golmuri,East Singhbhum
Gua,West Singhbhum
Hatgamaria,West Singhbhum
Indranagar,East Singhbhum
Jadugoda,East Singhbhum
Jagannathpur,West Singhbhum
Jhinkpani,West Singhbhum
Noamundi,West Singhbhum
Jugsalai,East Singhbhum
Kadma,East Singhbhum
Sakchi,East Singhbhum
Kandra,Seraikela-kharsawan
Kharsawangarh,Seraikela-kharsawan
Kiriburu,West Singhbhum
Jagganathpur,West Singhbhum
Chakrdharpur,West Singhbhum
Mahulia,East Singhbhum
Megahatuburu,West Singhbhum
Mosabani,East Singhbhum
Moubhandar,East Singhbhum
Mango Notified Area,East Singhbhum
Patamda,East Singhbhum
Rahargora,East Singhbhum
R.c.project,East Singhbhum
Sini,Seraikela-kharsawan
Sonua,West Singhbhum
Sundarnagar,East Singhbhum
Seraikella Kharsawanq,Seraikela-kharsawan
Tiruldih,Seraikela-kharsawan
Seraikalla Kharsawan,Seraikela-kharsawan
Bangalore North,Bangalore
Bangalore South,Bangalore
Bangalore,Bangalore
Banglore,Bangalore
Hosakote,Bangalore Rural
Anekal,Bangalore
Bangalore north,Bangalore
Channapatna,Ramanagar
Kanakapura,Ramanagar
Magadi,Bangalore Rural
Ramanagara,Ramanagar
Devanahalli,Bangalore Rural
Nelamangala,Bangalore Rural
Ramanagaram,Ramanagar
Doddaballapura,Bangalore Rural
Dodballapura,Bangalore Rural
Banglorenorth,Bangalore
Bgnorth,Bangalore
Ramangara,Ramanagar
Hoskote,Bangalore Rural
Bg North,Bangalore
Bgsouth,Bangalore
Bg South,Bangalore
Dod Ballapur,Bangalore Rural
Ramangaram,Ramanagar
Dodbalapura,Bangalore Rural
Devanhalli,Bangalore Rural
Nla & Bgsouth,Bangalore
Ramanagar,Ramanagar
Nelamagala,Bangalore Rural
Doddabllapur,Bangalore Rural
Kanakapaura,Ramanagar
Bangaloresouth,Bangalore
Doddaballpura,Bangalore Rural
Bagalkot,Bagalkot
Badami,Bagalkot
Jamkhandi,Bagalkot
Hungund,Bagalkot
Bilgi,Bagalkot
Mudhol,Bagalkot
Hungund Taluk,Bagalkot
Jqamkhandi,Bagalkot
Jamkandi,Bagalkot
Saundatti,Belgaum
Belgaum,Belgaum
Bailhongal,Belgaum
Parasgad,Belgaum
Ramdurg,Belgaum
Sampgaon,Belgaum
Londa,Belgaum
BELGAUM,Belgaum
Bailhogal,Belgaum
Siruguppa,Bellary
Sandur,Bellary
Huvinahadagali,Bellary
Harapanahalli,Davangere
Bellary,Bellary
Kudligi,Bellary
Hospet,Bellary
Hb Halli,Bellary
Hagaribommanahalli,Bellary
Hospet Ho,Bellary
H B Halli,Bellary
Hadagalli,Bellary
Huvinagadagali,Bellary
Kudlgi,Bellary
Huvinhadagali,Bellary
Haralpanahalli,Davangere
Harapanahallli,Davangere
Bhalki,Bidar
Basavakalyan,Bidar
Bidar,Bidar
Humnabad,Bidar
Aurad (b),Bidar
Aurad,Bidar
Homnabad,Bidar
Aurad(b),Bidar
Auarad (b),Bidar
Auad (b),Bidar
B.bagewadi,Bijapur(KAR)
Indi,Bijapur(KAR)
Sindgi,Bijapur(KAR)
Basavana Bagevadi,Bijapur(KAR)
Muddebihal,Bijapur(KAR)
Jamakhandi,Bagalkot
B Bagewadi,Bijapur(KAR)
b..bagewadi,Bijapur(KAR)
Singi,Bijapur(KAR)
Athani,Belgaum
Athni,Belgaum
Chikodi,Belgaum
Raibag,Belgaum
Raybag,Belgaum
Hubli,Dharwad
Navalgund,Dharwad
Dharwad,Dharwad
Kundgol,Dharwad
Kalghatgi,Dharwad
Navalagund,Dharwad
Kalghatagi,Dharwad
Kalgahtagi,Dharwad
Kalgahtgi,Dharwad
Kalaghatgi,Dharwad
Kungol,Dharwad
Shirahatti,Gadag
Kushtagi,Koppal
Gadag,Gadag
Koppal,Koppal
Gangavati,Koppal
Gangavathi,Koppal
Ron,Gadag
Mudargi,Gadag
Mundargi,Gadag
Shirhatti,Gadag
Yelburga,Koppal
Nargund,Gadag
Ganagavati,Koppal
Shiratti,Gadag
Gamgavatjhi,Koppal
Gamgavati,Koppal
Gamgavathi,Koppal
Gangavahi,Koppal
Gangawati,Koppal
Kushtagui,Koppal
Kioppal,Koppal
Kustagi,Koppal
Yelbulrga,Koppal
Kukshtagi,Koppal
Gangavthi,Koppal
Kusthgati,Koppal
Yelbura,Koppal
Gangvathi,Koppal
Yelbuarga,Koppal
Gokak,Belgaum
Hukeri,Belgaum
Sedam,Gulbarga
Afjalpur,Gulbarga
Shorapur,Yadgir
Shahapur,Yadgir
Yadgiri,Yadgir
Aland,Gulbarga
Yadgir,Yadgir
Chittapur,Gulbarga
Jewargi,Gulbarga
Chincholi,Gulbarga
Gulbarga,Gulbarga
Yadgri,Yadgir
Afzalpur,Gulbarga
Chitapur,Gulbarga
Alund,Gulbarga
Asfjalpur,Gulbarga
Afjlpur,Gulbarga
Jewargio,Gulbarga
Shorpaur,Yadgir
Hangal,Haveri
Haveri,Haveri
Ranebennur,Haveri
Hirekerur,Haveri
Byadgi,Haveri
Savanur,Haveri
Shiggaon,Haveri
Ranebennur`,Haveri
Hirekeruru,Haveri
Ranibennur,Haveri
Shiggoan,Haveri
Hirekrur,Haveri
Harihar,Davangere
Kumta,Uttara Kannada
Ankola,Uttara Kannada
Honavar,Uttara Kannada
Bhatkal,Uttara Kannada
Karwar,Uttara Kannada
Sindhanur,Raichur
Manvi,Raichur
Deodurga,Raichur
Raichur,Raichur
Lingasugur,Raichur
Sindhnur,Raichur
Lingsugur,Raichur
Devadurga,Raichur
Siddapur,Uttara Kannada
Sirsi,Uttara Kannada
Haliyal,Uttara Kannada
Mundgod,Uttara Kannada
Yellapur,Uttara Kannada
Joida,Uttara Kannada
Yellpaur,Uttara Kannada
Supa,Uttara Kannada
Yellpur,Uttara Kannada
Sidddapur,Uttara Kannada
Koppa,Chickmagalur
Sringeri,Chickmagalur
Tarikere,Chickmagalur
Kadur,Chickmagalur
Chikmagalur,Chickmagalur
Narasimharajapura,Chickmagalur
Mudigere,Chickmagalur
Srineri,Chickmagalur
Mudigee,Chickmagalur
Tarikee,Chickmagalur
Challakere,Chitradurga
Hiriyur,Chitradurga
Holalkere,Chitradurga
Chitradurga,Chitradurga
Hosadurga,Chitradurga
Davanangere,Davangere
Davanagere,Davangere
Hoadurga,Chitradurga
Jagalur,Davangere
Molakalmuru,Chitradurga
Davangere,Davangere
Harihara,Davangere
Hasadurga,Chitradurga
Harihra,Davangere
Hodadurga,Chitradurga
Hariahra,Davangere
Alur,Hassan
Arkalgud,Hassan
Channarayapatna,Hassan
Belur,Hassan
Arsikere,Hassan
Hassan,Hassan
Arskiere,Hassan
Arkalud,Hassan
Holenarasipura,Hassan
Sakleshpur,Hassan
Holenarasipur,Hassan
Channarayaptna,Hassan
Channaryapatna,Hassan
Saklehspur,Hassan
Sakleshpura,Hassan
Channrayapatna,Hassan
Skaleshpur,Hassan
Holeanarasipur,Hassan
Holenarsipur,Hassan
Holeanrasipur,Hassan
Arsiekre,Hassan
Channarayapatana,Hassan
Arakalagud,Hassan
Arsikre,Hassan
Arkalagud,Hassan
Somvarpet,Kodagu
Virajpet,Kodagu
Somwarpet,Kodagu
Madikeri,Kodagu
Somarpet,Kodagu
Sidlghatta,Chikkaballapur
Srinivaspur,Kolar
Chik Ballapur,Chikkaballapur
Chickballapur,Chikkaballapur
Gauribidanure,Chikkaballapur
Malur,Kolar
Gauribidanur,Kolar
Mulbagal,Kolar
Chintamani,Kolar
Bangarpet,Kolar
Sidlaghatta,Kolar
Bangarapet,Kolar
Kolar,Kolar
Bagepalli,Kolar
Srinivasapura,Kolar
Bngarpet,Kolar
Gaurobidanur,Kolar
Srinivsapur,Kolar
Bangarpet Tq,Kolar
Chintamanij,Kolar
Guribidanur,Kolar
Gauribidnur,Kolar
Mandya,Mandya
Malavalli,Mandya
K.r.pete,Mandya
Srirangapatna,Mandya
Nagamangala,Mandya
Pandavapura,Mandya
Krishnarajpet,Mandya
Shrirangapattana,Mandya
K.e.pete,Mandya
Sriranagapatna,Mandya
Mangalore,Dakshina Kannada
Bantwal,Dakshina Kannada
Karkala,Udupi
Bantval,Dakshina Kannada
H D Kote,Mysore
Mysore,Mysore
Periyapatna,Mysore
K R Nagar,Mysore
Hunsur,Mysore
Piriyapatna,Mysore
Heggadadevankote,Mysore
Yelandur,Chamrajnagar
Kollegal,Chamrajnagar
Nanjangud,Mysore
Gundlupet,Chamrajnagar
Chamarajanagara,Chamrajnagar
Gundluper,Chamrajnagar
T Narasipura,Mysore
Chamarajanagar,Chamrajnagar
T Naraipura,Mysore
Sullia,Dakshina Kannada
Belthangady,Dakshina Kannada
Sulya,Dakshina Kannada
Karkal,Udupi
Beltangadi,Dakshina Kannada
Puttur(dk),Dakshina Kannada
Belthagady,Dakshina Kannada
Shimoga,Shimoga
Sagar,Shimoga
Channagiri,Davangere
Bhadravathi,Shimoga
Sorab,Shimoga
Shikarpur,Shimoga
Tirthahalli,Shimoga
Bhadravati,Shimoga
Shikaripura,Shimoga
Honnali,Davangere
Hosanagara,Shimoga
Bhadravathii,Shimoga
Thirthahalli,Shimoga
Hosanagar,Shimoga
Shimogai,Shimoga
Soraba,Shimoga
Thrithahalli,Shimoga
Bhadravaathi,Shimoga
Koratagere,Tumkur
Gubbi,Tumkur
Tiptur,Tumkur
Kunigal,Tumkur
Turuvekere,Tumkur
Tumkur,Tumkur
Pavagada,Tumkur
Madhugiri,Tumkur
Sira,Tumkur
C.n.hally,Tumkur
C.n.halli,Tumkur
Chikkanayakanahlli,Tumkur
Korategere,Tumkur
Chiknayakanhalli,Tumkur
C.n. Halli,Tumkur
C N Halli,Tumkur
Tiptir,Tumkur
Udupi,Udupi
Kundapura,Udupi
Kundpaura,Udupi
Navunda,Udupi
Vythiri,Wayanad
Kozhikode,Kozhikode
Sulthanbathery,Wayanad
Ernad,Malappuram
Sulthan Batheri,Wayanad
Vythiti,Wayanad
Sulthan Bathery,Wayanad
Eranad,Malappuram
Quilandy,Kozhikode
Taliparamba,Kannur
Kannur,Kannur
Thalassery,Kannur
Hosdurg,Kasargod
Taliaparamba,Kannur
Kasaragod,Kasargod
Nilambur,Malappuram
Perintalmanna,Malappuram
Perinthalmanna,Malappuram
Tirurangadi,Malappuram
Manjeri,Malappuram
Ottappalam,Palakkad
Mannarkad,Palakkad
Ottapalam,Palakkad
Mannarkkad,Palakkad
Palakkad,Palakkad
Ottapalam.,Palakkad
Ottpalam,Palakkad
Mannarkad Q,Palakkad
Chittur,Palakkad
Alathur,Palakkad
Alatur,Palakkad
Mananthavady,Wayanad
Thalasseery,Kannur
Thalasery,Kannur
Manantahvady,Wayanad
Ponani,Malappuram
Tirur,Malappuram
Ponnani,Malappuram
Vadakara,Kozhikode
Koyilandi,Kozhikode
Koyilani,Kozhikode
Mahe Ut,Mahe
Ut Of Pondichery,Pondicherry
Ambalapuzha,Alappuzha
Ambalappuzha,Alappuzha
Ambalapuzh A,Alappuzha
Cherthala,Alappuzha
Cherthla,Alappuzha
Mararikulam,Alappuzha
Kuttanad,Alappuzha
Ambalapuha,Alappuzha
Kunnathunad,Ernakulam
Kothamangalam,Ernakulam
Paravur,Ernakulam
Aluva,Ernakulam
Muvattupuzha,Ernakulam
Kochi,Ernakulam
Kanjirappally,Kottayam
Changanassery,Kottayam
Kanjirapally,Kottayam
Kottayam,Kottayam
Changanacherry,Kottayam
Ranni,Pathanamthitta
Meenachil,Kottayam
Kuttanadu,Alappuzha
Peerumade,Idukki
Kanayannur,Ernakulam
Ernakulam,Ernakulam
Parur,Ernakulam
Kunnathunadu,Ernakulam
Devikulam,Idukki
Thodupuzha,Idukki
Udumbanchola,Idukki
Peermade,Idukki
Mukundapuram,Thrissur
Kodungallur,Thrissur
Thrissur,Thrissur
Mukundapuram Taluk,Thrissur
Chavakkad,Thrissur
Mi\ukundapuram,Thrissur
Vaikom,Kottayam
Voikom,Kottayam
Lakshadweep,Lakshadweep
Amini,Lakshadweep
Karthikappally,Alappuzha
Chengannur,Alappuzha
Mavelikkara,Alappuzha
Mavelikara,Alappuzha
Adoor,Pathanamthitta
Thalapilly,Thrissur
Talappilly,Thrissur
Pathanapuram,Kollam
Kozhencherry,Pathanamthitta
Adur,Pathanamthitta
Kunnathur,Kollam
Ranny,Pathanamthitta
Kozhenchery,Pathanamthitta
Kottarakkara,Kollam
Kozhencherri,Pathanamthitta
Adichanallur,Kollam
Kollam,Kollam
Karunagappally,Kollam
Kolllam,Kollam
Karunagapally,Kollam
Kottarakara,Kollam
Karunagappaly,Kollam
Thiruvalla,Pathanamthitta
Mallappally,Pathanamthitta
Tiruvalla,Pathanamthitta
Chirayinkeezhu,Thiruvananthapuram
Nedumangad,Thiruvananthapuram
Thiruvananthapuram,Thiruvananthapuram
Chirayinkil,Thiruvananthapuram
chirayinkeezhu,Thiruvananthapuram
Trivandrum,Thiruvananthapuram
Chirayinkeezh,Thiruvananthapuram
Trivendrum,Thiruvananthapuram
Tiruvanathapuram,Thiruvananthapuram
Neyyattinkara,Thiruvananthapuram
Lakhnadon,Seoni
Katangi,Balaghat
Bhua Bichhiya,Mandla
Dindori,Dindori
Baihar,Balaghat
Seoni,Seoni
Barghat,Seoni
Waraseoni,Balaghat
Lanji,Balaghat
Balaghat,Balaghat
Niwas,Mandla
Bhuabichhiya,Mandla
Lakhanadon,Seoni
Bhua Bichhia,Mandla
Ghansore,Seoni
Khairlanji,Balaghat
Shahpura,Dindori
Lalburra,Balaghat
Keolari,Seoni
Lalbarra,Balaghat
Mandla,Mandla
Tirodi,Balaghat
Kirnapur,Balaghat
Nainpur,Mandla
Bhuabichhia,Mandla
Sahpura Niwas,Mandla
Korai,Seoni
Bharghat,Seoni
Laburra,Balaghat
Bhubichhiya,Mandla
Ghansire,Seoni
Sahpuraniwas,Dindori
Shahpura Niwas,Dindori
Kiranpur,Balaghat
Huzur,Bhopal
Bhopal,Bhopal
Goharganj,Bhopal
Laundi,Chhatarpur
Tikamgarh,Tikamgarh
Baldeogarh,Panna
Panna,Panna
Ajaigarh,Panna
Palera,Tikamgarh
Nowgong,Chhatarpur
Pawai,Panna
Bijawar,Chhatarpur
Malehara,Chhatarpur
Ajaygarh,Panna
Niwari,Tikamgarh
Devendra Nagar,Panna
Gaurihar,Chhatarpur
Malahara,Chhatarpur
Jatara,Tikamgarh
Orchha,Tikamgarh
Khargapur,Tikamgarh
Prithvipur,Tikamgarh
Badamalahra,Chhatarpur
Badamalahara,Chhatarpur
Malehra,Chhatarpur
Devendra,Panna
Gunnor,Panna
Bad Malahara,Chhatarpur
Tikamgar,Tikamgarh
Rajanagar,Chhatarpur
Pelara,Tikamgarh
Raipura,Panna
Laund,Chhatarpur
Betul,Betul
Amarwara,Chhindwara
Amla,Betul
Junnardeo,Chhindwara
Chhindwara,Chhindwara
Bhainsdehi,Betul
Multai,Betul
Pandhurna,Chhindwara
Chourak,Chhindwara
Chaurai,Chhindwara
Parasia,Chhindwara
Bahinsdehi,Betul
Chourai,Chhindwara
Tamia,Chhindwara
Sausar,Chhindwara
Harrai,Chhindwara
Amarawara,Chhindwara
Junnareo,Chhindwara
Chandametta,Chhindwara
Bichhua,Chhindwara
Jamai,Chhindwara
Amal,Betul
Mulati,Betul
Paraisa,Chhindwara
Chhindwra,Chhindwara
Chhindwar,Chhindwara
Chouai,Chhindwara
Gadarwara,Narsinghpur
Babai,Hoshangabad
Kareli,Narsinghpur
Itarsi,Hoshangabad
Narsimhapur,Narsinghpur
Hoshangabad,Hoshangabad
Seoni Malwa,Hoshangabad
Bankhedi,Hoshangabad
Tendukheda,Narsinghpur
Timarni,Harda
Gotegaon,Narsinghpur
Khirkiyan,Harda
Harda,Harda
Khirkiya,Harda
Sohagpur,Hoshangabad
Narsinghpur Ho,Narsinghpur
Saikheda,Narsinghpur
Nagod,Satna
Amarpatan,Satna
Rampur-Baghelan,Satna
Maihar,Satna
Teonthar,Rewa
Sirmour,Rewa
Raghurajnagar,Satna
Gurh,Rewa
Mauganj,Rewa
Raipur - Karchuliyan,Rewa
Rampur Baghelan,Satna
Unchehara,Satna
Hanumana,Rewa
Raghuraj Nagar,Satna
Damoh,Damoh
Banda,Sagar
Khurai,Sagar
Garhakota,Sagar
Patera,Damoh
Batiyagarh,Damoh
Hatta,Damoh
Jabera,Damoh
Bina,Sagar
Rehli,Sagar
Pathariya,Damoh
Kesli,Sagar
Rahatgarh,Sagar
Pushparajgarh,Anuppur
Umaria,Umaria
Beohari,Shahdol
Anuppur,Anuppur
Gopad Vanas,Sidhi
Jaisinghnagar,Shahdol
Jaithari,Anuppur
Sihawal,Sidhi
B. Pali,Umaria
Rampur Naikin,Sidhi
Singrauli,Singrauli
Bandhogarh,Umaria
Churhat,Sidhi
Chitrangi,Sidhi
Kotma,Anuppur
Sidhi,Sidhi
Singrauli Colliery,Sidhi
Majauli,Sidhi
Jaitpur,Shahdol
Birsinghpur Pali,Umaria
Devsar,Sidhi
B.pali,Umaria
Burhar,Shahdol
Pushprajgarh,Anuppur
Gopadbanas,Sidhi
Deosar,Sidhi
Shagpur,Shahdol
V,Shahdol
Shahdol,Shahdol
Gopadvanas,Sidhi
Gairatganj,Raisen
Nateran,Vidisha
Baraily,Raisen
Udaipura,Raisen
Silwani,Raisen
Lateri,Vidisha
Raisen,Raisen
Begamganj,Raisen
Sironj,Vidisha
Kurwai,Vidisha
Basoda,Vidisha
Gyaraspur,Vidisha
Vidisha,Vidisha
Mungaoli,Ashok Nagar
Khaniadhana,Shivpuri
